quote_id,snapshot_id,observed_at,root,expiry,settlement_at,exercise,settlement_style,option_type,strike,bid,ask,bid_size,ask_size
FIXTURE-240-037-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,7870.613474262944,1793.7162039667924,1795.2162039667924,5,7
FIXTURE-240-038-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,7976.180570042923,63.63358011287603,65.13358011287603,5,7
FIXTURE-240-038-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,7976.180570042923,1891.6869406594317,1893.1869406594317,5,7
FIXTURE-240-039-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,8081.747665822903,59.09504551362056,60.59504551362056,5,7
FIXTURE-240-039-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,8081.747665822903,1989.8272966052896,1991.3272966052896,5,7
FIXTURE-240-040-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,8187.314761602884,55.00066779233973,56.50066779233973,5,7
FIXTURE-240-040-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,8187.314761602884,2088.7025801875375,2090.2025801875375,5,7
FIXTURE-240-041-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,8292.881857382863,51.17033254391446,52.67033254391446,5,7
FIXTURE-240-041-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,8292.881857382863,2187.633843786592,2189.133843786592,5,7
FIXTURE-240-042-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,8398.448953162842,47.65438196018084,49.15438196018084,5,7
FIXTURE-240-042-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,8398.448953162842,2287.0839197556816,2288.5839197556816,5,7
FIXTURE-240-043-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,8504.016048942822,44.40525984760093,45.90525984760093,5,7
FIXTURE-240-043-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,8504.016048942822,2386.652729610332,2388.152729610332,5,7
FIXTURE-240-044-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,8609.583144722803,41.44568982206171,42.94568982206171,5,7
FIXTURE-240-044-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,8609.583144722803,2486.4174653629098,2487.9174653629098,5,7
FIXTURE-240-045-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,8715.150240502782,38.58971081045211,40.08971081045211,5,7
FIXTURE-240-045-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,8715.150240502782,2586.3037455757158,2587.8037455757158,5,7
FIXTURE-240-046-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,8820.717336282763,35.906124862616714,37.406124862616714,5,7
FIXTURE-240-046-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,8820.717336282763,2686.462386744762,2687.962386744762,5,7
FIXTURE-240-047-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,8926.284432062743,33.589522015927514,35.089522015927514,5,7
FIXTURE-240-047-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,8926.284432062743,2786.8698468413872,2788.3698468413872,5,7
FIXTURE-240-048-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,9031.851527842722,31.06539701295902,32.565397012959025,5,7
FIXTURE-240-048-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,9031.851527842722,2887.6502985603597,2889.1502985603597,5,7
FIXTURE-240-049-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,9137.418623622701,29.008587756035805,30.508587756035805,5,7
FIXTURE-240-049-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,9137.418623622701,2988.219026303218,2989.719026303218,5,7
FIXTURE-240-050-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,9242.98571940268,27.119499092495627,28.619499092495627,5,7
FIXTURE-240-050-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,9242.98571940268,3089.0476753824555,3090.5476753824555,5,7
FIXTURE-240-051-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,9348.552815182662,25.09959702687137,26.59959702687137,5,7
FIXTURE-240-051-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,9348.552815182662,3190.167095743048,3191.667095743048,5,7
FIXTURE-240-052-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,9454.119910962641,23.626119136816428,25.126119136816428,5,7
FIXTURE-240-052-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,9454.119910962641,3291.196372517337,3292.696372517337,5,7
